"","sampleID.exp","test1.exp","allP.exp","ztest1","zallP","month","exp.adjust","exp.adjustTest1","stress"
"185","895",31970,38560,-0.468961083547271,-0.622027226181299,"August",1566.97188307014,33536.9718830701,5023.02811692986
"186","896",33460,40000,0.873539522533682,1.83985611437133,"August",2061.45926301045,35521.4592630104,4478.54073698955
"187","9",32610,38730,0.107683472084816,-0.3313882206994,"August",1703.12515231259,34313.1251523126,4416.87484768741
"188","90",32830,38870,0.305905038083344,-0.0920384514790038,"August",1811.08120200505,34641.0812020051,4228.91879799495
"189","905",32710,38800,0.197784183902331,-0.211713336089202,"August",1791.98607955606,34501.9860795561,4298.01392044394
"190","906",33260,39020,0.693338098898652,0.164407729828572,"August",1881.02343696473,35141.0234369647,3878.97656303527
"191","907",32600,39010,0.0986734009030662,0.147311317741392,"August",1816.50741716901,34416.507417169,4593.49258283099
"192","908",31820,37960,-0.60411215127354,-1.64781195141157,"August",1210.82616937643,33030.8261693764,4929.17383062357
"193","91",32890,38200,0.359965465173855,-1.23749806131946,"August",1529.04569768079,34419.0456976808,3780.95430231921
"194","917",31780,38240,-0.640152436000545,-1.16911241297077,"August",1344.57440751644,33124.5744075164,5115.42559248356
"195","918",32550,38910,0.0536230449943056,-0.023652803130321,"August",1808.55091878343,34358.5509187834,4551.44908121657
"196","919",32730,39140,0.21580432626583,0.36956467487462,"August",1877.237835951,34607.237835951,4532.762164049
"197","92",32450,38390,-0.0364776668232028,-0.91266623166321,"August",1543.53907178627,33993.5390717863,4396.46092821372
"198","920",31810,38260,-0.613122222455293,-1.13491958879644,"August",1405.24098326414,33215.2409832641,5044.75901673586
"199","929",31200,38110,-1.16273656454212,-1.391365770104,"August",1201.81830315349,32401.8183031535,5708.18169684651
"200","930",32870,38960,0.341945322810349,0.0618292573055416,"August",1820.9095182295,34690.9095182295,4269.0904817705
"201","931",31910,39220,-0.523021510637778,0.506335971571986,"August",1820.0997650649,33730.0997650649,5489.9002349351
"202","932",32510,39850,0.017582760267301,1.58340993306377,"August",1977.11751253721,34487.1175125372,5362.8824874628
"203","953",31420,38140,-0.964514998543593,-1.34007653384249,"August",1222.23639129163,32642.2363912916,5497.76360870837
"204","954",31590,38710,-0.811343788453822,-0.365581044873735,"August",1608.42670589474,33198.4267058947,5511.57329410526
"205","955",31420,39100,-0.964514998543593,0.301179026525938,"August",1748.58310535492,33168.5831053549,5931.41689464508
"206","956",31690,38160,-0.721243076636307,-1.30588370966815,"August",1232.88262073441,32922.8826207344,5237.11737926559
"1101","1013",32020,38590,-0.086902039584079,0.0261371104197766,"Novemeber",1744.33730129925,33764.3373012993,4825.66269870075
"212","1014",31400,40000,-0.263375574446346,0.57475264006345,"Novemeber",1752.30027575888,33152.3002757589,6847.69972424112
"312","1015",31880,38620,-0.126750902294914,0.0378097812632567,"Novemeber",1745.68921111128,33625.6892111113,4994.31078888872
"412","1016",31540,39080,-0.223526711735512,0.216790734196654,"Novemeber",1751.1560053478,33291.1560053478,5788.8439946522
"512","1025",32450,38900,0.0354908958849117,0.14675470913576,"Novemeber",1743.5712513964,34193.5712513964,4706.42874860359
"612","1027",32090,38510,-0.0669776082286618,-0.00499001182951199,"Novemeber",1743.96872173323,33833.9687217332,4676.03127826677
"711","1037",32070,38920,-0.072670302901639,0.154536489698083,"Novemeber",1744.05776469926,33814.0577646993,5105.94223530074
"811","1038",31950,38800,-0.106826470939497,0.107845806324151,"Novemeber",1744.89572655003,33694.89572655,5105.10427344997
"911","1039",32250,38970,-0.0214360508448523,0.173990941103886,"Novemeber",1743.57929333214,33993.5792933321,4976.42070666786
"1011","1040",32350,38790,0.00702742252002973,0.103954916042991,"Novemeber",1743.52346649998,34093.5234665,4696.47653350001
"1111","1049",31560,39210,-0.217834017062535,0.267372307851746,"Novemeber",1750.90843121616,33310.9084312162,5899.09156878384
"1211","1051",31560,38620,-0.217834017062535,0.0378097812632567,"Novemeber",1750.90843121616,33310.9084312162,5309.09156878384
"1311","1052",31450,38880,-0.249143837763905,0.13897292857344,"Novemeber",1752.0042854514,33202.0042854514,5677.9957145486
"1411","1062",31540,38460,-0.223526711735512,-0.024444463235315,"Novemeber",1751.1560053478,33291.1560053478,5168.8439946522
"1511","1063",31980,38680,-0.0982874289300324,0.0611551229502225,"Novemeber",1744.62981198941,33724.6298119894,4955.37018801059
"1611","1064",32440,38920,0.0326445485484221,0.154536489698083,"Novemeber",1743.56151084899,34183.561510849,4736.43848915101
"1711","1073",32400,40000,0.0212591592024697,0.57475264006345,"Novemeber",1743.53406717966,34143.5340671797,5856.46593282034
"1811","1074",32230,39460,-0.0271287455178295,0.364644564880766,"Novemeber",1743.6042623921,33973.6042623921,5486.39573760791
"1911","1076",32050,38510,-0.0783629975746162,-0.00499001182951199,"Novemeber",1744.15920179165,33794.1592017916,4715.84079820835
"208","1085",31020,37920,-0.371536773232896,-0.234552538417999,"Novemeber",1750.87324772907,32770.8732477291,5149.12675227093
"213","1086",32760,39870,0.123727663316043,0.524171066408358,"Novemeber",1745.03776723791,34505.0377672379,5364.96223276209
"222","1087",30770,38630,-0.4426954566451,0.0417006715444195,"Novemeber",1739.1034121812,32509.1034121812,6120.8965878188
"232","1088",30750,37930,-0.448388151318076,-0.230661648136839,"Novemeber",1737.01268227053,32487.0126822705,5442.98731772947
"242","1199",31570,38660,-0.214987669726047,0.0533733423878997,"Novemeber",1750.77661535174,33320.7766153517,5339.22338464826
"252","1200",31920,38460,-0.115365512948961,-0.024444463235315,"Novemeber",1745.20526953466,33665.2052695347,4794.79473046534
"262","1222",35020,40000,0.767002161362368,0.57475264006345,"Novemeber",1869.43345828706,36889.4334582871,3110.56654171294
"272","1223",33200,40000,0.248966946121524,0.57475264006345,"Novemeber",1757.32209165409,34957.3220916541,5042.67790834591
"282","1245",31110,38150,-0.345919647204502,-0.145062061951301,"Novemeber",1751.97001784163,32861.9700178416,5288.02998215838
"292","1246",31200,38340,-0.320302521176109,-0.0711351466092437,"Novemeber",1752.46605877292,32952.4660587729,5387.53394122708
"301","1247",31700,38660,-0.177985154351701,0.0533733423878997,"Novemeber",1748.66791219943,33448.6679121994,5211.33208780057
"313","1248",31540,38550,-0.223526711735512,0.0105735492951309,"Novemeber",1751.1560053478,33291.1560053478,5258.8439946522
"322","1258",31760,38760,-0.160907070332772,0.0922822451995084,"Novemeber",1747.58317987825,33507.5831798782,5252.41682012175
"331","1259",31680,38550,-0.183677849024677,0.0105735492951309,"Novemeber",1749.0265977686,33429.0265977686,5120.9734022314
"342","1260",31190,38610,-0.323148868512597,0.0339188909820967,"Novemeber",1752.43217327738,32942.4321732774,5667.56782672262
"352","1275",30580,37960,-0.496776056038375,-0.218988977293356,"Novemeber",1704.70075375422,32284.7007537542,5675.29924624578
"362","1281",31290,38880,-0.294685395147716,0.13897292857344,"Novemeber",1752.5823666242,33042.5823666242,5837.4176333758
"372","1282",31610,39100,-0.203602280380094,0.224572514758977,"Novemeber",1750.19846706571,33360.1984670657,5739.80153293429
"382","1284",31910,38750,-0.11821186028545,0.0883913549183483,"Novemeber",1745.31855244773,33655.3185524477,5094.68144755227
"392","1293",31270,38650,-0.300378089820692,0.0494824521067396,"Novemeber",1752.58398223958,33022.5839822396,5627.41601776042
"402","1295",32050,38430,-0.0783629975746162,-0.0361171340787978,"Novemeber",1744.15920179165,33794.1592017916,4635.84079820835
"413","1296",31340,38650,-0.280453658465275,0.0494824521067396,"Novemeber",1752.51265788788,33092.5126578879,5557.48734211212
"422","1305",31240,38460,-0.308917131830157,-0.024444463235315,"Novemeber",1752.55775853029,32992.5577585303,5467.44224146971
"432","1306",31880,38820,-0.126750902294914,0.115627586886474,"Novemeber",1745.68921111128,33625.6892111113,5194.31078888872
"442","1307",31860,38510,-0.132443596967891,-0.00499001182951199,"Novemeber",1745.96175946697,33605.961759467,4904.03824053303
"452","1317",31870,38740,-0.129597249631402,0.0845004646371883,"Novemeber",1745.82298151177,33615.8229815118,5124.17701848823
"462","1318",30310,40000,-0.573627434123555,0.57475264006345,"Novemeber",1595.72194852648,31905.7219485265,8094.27805147352
"481","1329",27840,37710,-1.27667522623613,-0.316261234322376,"Novemeber",1384.51632392501,29224.516323925,8485.48367607499
"491","1341",27400,40000,-1.40191450904161,0.57475264006345,"Novemeber",1273.89446104304,28673.894461043,11326.105538957
"513","1353",37380,40000,1.43874013277357,0.57475264006345,"Novemeber",1835.32735666757,39215.3273566676,784.672643332429
"522","1355",36970,40000,1.32203989197756,0.57475264006345,"Novemeber",1892.55718395849,38862.5571839585,1137.44281604151
"531","1377",29830,34720,-0.710252106274987,-1.47963742838946,"Novemeber",1510.44210025004,31340.44210025,3379.55789974996
"551","1379",27910,34100,-1.25675079488071,-1.72087262582143,"Novemeber",1395.79706873212,29305.7970687321,4794.20293126788
"562","1380",30940,38350,-0.3943075519248,-0.0672442563280837,"Novemeber",1749.02372988598,32689.023729886,5660.97627011402
"572","1389",28910,40000,-0.972116061231897,0.57475264006345,"Novemeber",1439.30092521191,30349.3009252119,9650.69907478808
"592","1392",23640,40000,-2.47214110756116,0.57475264006345,"Novemeber",1250.00000000003,24890,15110
"602","1423",36590,40000,1.21387869319101,0.57475264006345,"Novemeber",1962.57523817917,38552.5752381792,1447.42476182082
"622","1437",34150,40000,0.519369943087897,0.57475264006345,"Novemeber",1775.29819177849,35925.2981917785,4074.70180822151
"632","1438",24420,33860,-2.25012601531508,-1.81425399256929,"Novemeber",1250.00000000953,25670.0000000095,8189.99999999047
"642","1440",32990,40000,0.189193652055272,0.57475264006345,"Novemeber",1749.99739539919,34739.9973953992,5260.00260460081
"651","1449",20410,26280,-3.39151129724683,-4.76354882568919,"Novemeber",1250,21660,4620
"662","1450",25570,34560,-1.92279607161894,-1.54189167288803,"Novemeber",1250.00004287015,26820.0000428701,7739.99995712985
"672","1451",32920,40000,0.169269220699855,0.57475264006345,"Novemeber",1747.94263665739,34667.9426366574,5332.0573633426
"682","1452",33410,40000,0.308740240187773,0.57475264006345,"Novemeber",1761.6954906176,35171.6954906176,4828.3045093824
"691","1461",19740,32860,-3.58221656879154,-2.20334302068537,"Novemeber",1250,20990,11870
"701","1463",22410,40000,-2.8222418299492,0.57475264006345,"Novemeber",1250,23660,16340
"712","1467",36620,40000,1.22241773520047,0.57475264006345,"Novemeber",1960.22765581482,38580.2276558148,1419.77234418518
"721","1487",34880,40000,0.727153298651534,0.57475264006345,"Novemeber",1866.41344857364,36746.4134485736,3253.58655142636
"731","1488",35320,40000,0.852392581457012,0.57475264006345,"Novemeber",1877.13614177094,37197.1361417709,2802.86385822906
"741","1497",27660,40000,-1.32790947829292,0.57475264006345,"Novemeber",1338.08845168624,28998.0884516862,11001.9115483138
"781","1521",36890,40000,1.29926911328565,0.57475264006345,"Novemeber",1913.3641417312,38803.3641417312,1196.6358582688
"812","1524",28110,40000,-1.19982384815095,0.57475264006345,"Novemeber",1411.40083109255,29521.4008310926,10478.5991689074
"821","1533",27440,40000,-1.39052911969566,0.57475264006345,"Novemeber",1280.5283085199,28720.5283085199,11279.4716914801
"831","1534",26070,35800,-1.78047870479453,-1.05942127802409,"Novemeber",1250.00166148431,27320.0016614843,8479.9983385157
"881","1557",31980,40000,-0.0982874289300324,0.57475264006345,"Novemeber",1744.62981198941,33724.6298119894,6275.37018801059
"901","1809",32510,38980,0.0525689799038393,0.177881831385046,"Novemeber",1743.65789161792,34253.6578916179,4726.34210838209
"912","1810",31130,38230,-0.340226952531526,-0.113934939702015,"Novemeber",1752.121363745,32882.121363745,5347.878636255
"921","1811",32780,40000,0.12942035798902,0.57475264006345,"Novemeber",1745.27885571947,34525.2788557195,5474.72114428053
"931","1812",32310,39020,-0.00435796682592266,0.193445392509691,"Novemeber",1743.53304699082,34053.5330469908,4966.46695300918
"941","1821",32480,38910,0.0440299378943745,0.15064559941692,"Novemeber",1743.60814371048,34223.6081437105,4686.39185628953
"961","1823",31990,38410,-0.0954410815935448,-0.0438989146411207,"Novemeber",1744.55032181236,33734.5503218124,4675.44967818764
"971","1824",31250,38910,-0.306070784493668,0.15064559941692,"Novemeber",1752.57039332374,33002.5703933237,5907.42960667626
"981","1845",31000,37930,-0.377229467905872,-0.230661648136839,"Novemeber",1750.50745012151,32750.5074501215,5179.49254987849
"991","1846",31500,39190,-0.234912101081464,0.259590527289423,"Novemeber",1751.58603031983,33251.5860303198,5938.41396968017
"1001","1847",32680,39280,0.100956884624138,0.294608539819872,"Novemeber",1744.32583056329,34424.3258305633,4855.67416943672
"1012","1848",31100,38040,-0.34876599454099,-0.18786185504407,"Novemeber",1751.88378856827,32851.8837885683,5188.11621143173
"1021","499",31830,38410,-0.140982638977355,-0.0438989146411207,"Novemeber",1746.40686514076,33576.4068651408,4833.59313485924
"1031","500",31560,38590,-0.217834017062535,0.0261371104197766,"Novemeber",1750.90843121616,33310.9084312162,5279.09156878384
"1041","509",32570,39550,0.0696470639227689,0.399662577411212,"Novemeber",1743.8053311348,34313.8053311348,5236.1946688652
"1051","510",31720,38730,-0.172292459678725,0.0806095743560255,"Novemeber",1748.3051649611,33468.3051649611,5261.69483503891
"1061","511",32810,39920,0.137959399998485,0.543625517814164,"Novemeber",1745.69815110582,34555.6981511058,5364.30184889418
"1071","512",31900,38060,-0.121058207621938,-0.180080074481747,"Novemeber",1745.43696670921,33645.4369667092,4414.5630332908
"1081","521",32300,38320,-0.00720431416241228,-0.0789169271715666,"Novemeber",1743.53799807625,34043.5379980762,4276.46200192376
"1091","522",36050,40000,1.06017593702065,0.57475264006345,"Novemeber",1966.97638611748,38016.9763861175,1983.02361388253
"1102","523",31850,38870,-0.135289944304378,0.135082038292277,"Novemeber",1746.10543517339,33596.1054351734,5273.89456482661
"1112","524",31530,38780,-0.226373059071999,0.100064025761831,"Novemeber",1751.27166064254,33281.2716606425,5498.72833935746
"1121","533",31970,38860,-0.101133776266521,0.131191148011117,"Novemeber",1744.71378782127,33714.7137878213,5145.28621217873
"1131","534",31900,39130,-0.121058207621938,0.23624518560246,"Novemeber",1745.43696670921,33645.4369667092,5484.5630332908
"1141","535",32310,39040,-0.00435796682592266,0.201227173072012,"Novemeber",1743.53304699082,34053.5330469908,4986.46695300918
"1151","536",33730,39650,0.399823354955394,0.438571480222821,"Novemeber",1763.77739430798,35493.777394308,4156.22260569202
"1161","545",30660,37450,-0.474005277346469,-0.417424381632556,"Novemeber",1723.64949761079,32383.6494976108,5066.35050238921
"1171","547",31030,38850,-0.368690425896407,0.127300257729957,"Novemeber",1751.03652017838,32781.0365201784,6068.96347982162
"1181","548",34560,40000,0.636070183883913,0.57475264006345,"Novemeber",1839.86988263217,36399.8698826322,3600.13011736784
"1191","557",32570,39920,0.0696470639227689,0.543625517814164,"Novemeber",1743.8053311348,34313.8053311348,5606.1946688652
"1201","558",31630,39040,-0.197909585707118,0.201227173072012,"Novemeber",1749.88151025885,33379.8815102588,5660.11848974115
"1212","559",32070,38920,-0.072670302901639,0.154536489698083,"Novemeber",1744.05776469926,33814.0577646993,5105.94223530074
"1221","560",32140,38670,-0.0527458715462218,0.0572642326690625,"Novemeber",1743.79281297357,33883.7928129736,4786.20718702643
"1231","569",31570,38030,-0.214987669726047,-0.19175274532523,"Novemeber",1750.77661535174,33320.7766153517,4709.22338464826
"1241","570",27940,40000,-1.24821175287125,0.57475264006345,"Novemeber",1399.49319162184,29339.4931916218,10660.5068083782
"1251","571",31910,39080,-0.11821186028545,0.216790734196654,"Novemeber",1745.31855244773,33655.3185524477,5424.68144755227
"1261","572",32040,39690,-0.0812093449111038,0.454135041347464,"Novemeber",1744.2149516182,33784.2149516182,5905.7850483818
"1271","581",31950,39340,-0.106826470939497,0.317953881506838,"Novemeber",1744.89572655003,33694.89572655,5645.10427344997
"1281","582",33170,39520,0.240427904112059,0.387989906567732,"Novemeber",1756.35771677895,34926.3577167789,4593.64228322105
"1291","583",37690,40000,1.5269769002047,0.57475264006345,"Novemeber",1830.57076348973,39520.5707634897,479.429236510266
"1301","584",31990,38340,-0.0954410815935448,-0.0711351466092437,"Novemeber",1744.55032181236,33734.5503218124,4605.44967818764
"1312","593",31860,38020,-0.132443596967891,-0.19564363560639,"Novemeber",1745.96175946697,33605.961759467,4414.03824053303
"1321","594",26430,40000,-1.67801020068096,0.57475264006345,"Novemeber",1250.02312326063,27680.0231232606,12319.9768767394
"1331","595",31390,38640,-0.266221921782834,0.0455915618255796,"Novemeber",1752.34599343324,33142.3459934332,5497.65400656676
"1341","596",31440,39000,-0.251990185100393,0.185663611947369,"Novemeber",1752.07283725606,33192.0728372561,5807.92716274394
"1351","605",32160,40000,-0.0470531768732466,0.57475264006345,"Novemeber",1743.73841282793,33903.7384128279,6096.26158717207
"1361","606",32260,38320,-0.0185897035083647,-0.0789169271715666,"Novemeber",1743.56871114519,34003.5687111452,4316.43128885482
"1371","607",32070,39720,-0.072670302901639,0.465807712190947,"Novemeber",1744.05776469926,33814.0577646993,5905.94223530074
"1381","608",32080,39660,-0.0698239555651514,0.442462370503981,"Novemeber",1744.01176898478,33824.0117689848,5835.98823101522
"1391","617",36070,40000,1.06586863169362,0.57475264006345,"Novemeber",1967.73357761624,38037.7335776162,1962.26642238376
"1401","618",28510,40000,-1.08596995469142,0.57475264006345,"Novemeber",1417.96465004353,29927.9646500435,10072.0353499565
"1412","619",31310,38080,-0.288992700474739,-0.172298293919427,"Novemeber",1752.56576446082,33062.5657644608,5017.43423553918
"1421","620",31590,38640,-0.209294975053071,0.0455915618255796,"Novemeber",1750.49740955541,33340.4974095554,5299.50259044459
"1431","629",32080,38380,-0.0698239555651514,-0.0555715854846008,"Novemeber",1744.01176898478,33824.0117689848,4555.98823101522
"1441","630",32730,38980,0.115188621306578,0.177881831385046,"Novemeber",1744.72734549075,34474.7273454907,4505.27265450925
"1451","631",33170,38990,0.240427904112059,0.181772721666209,"Novemeber",1756.35771677895,34926.3577167789,4063.64228322105
"1461","632",31810,38670,-0.146675333650332,0.0572642326690625,"Novemeber",1746.72567992487,33556.7256799249,5113.27432007514
"1471","641",30780,40000,-0.439849109308611,0.57475264006345,"Novemeber",1740.05174442149,32520.0517444215,7479.94825557851
"1481","642",32310,40000,-0.00435796682592266,0.57475264006345,"Novemeber",1743.53304699082,34053.5330469908,5946.46695300918
"1491","643",31230,39050,-0.311763479166644,0.205118063353172,"Novemeber",1752.54112170794,32982.5411217079,6067.45887829206
"1501","644",31190,38390,-0.323148868512597,-0.0516806952034408,"Novemeber",1752.43217327738,32942.4321732774,5447.56782672262
"1512","653",31820,38510,-0.143828986313843,-0.00499001182951199,"Novemeber",1746.56422168077,33566.5642216808,4943.43577831923
"1521","654",31880,38470,-0.126750902294914,-0.0205535729541549,"Novemeber",1745.68921111128,33625.6892111113,4844.31078888872
"1531","655",31400,38460,-0.263375574446346,-0.024444463235315,"Novemeber",1752.30027575888,33152.3002757589,5307.69972424112
"1541","656",31290,38030,-0.294685395147716,-0.19175274532523,"Novemeber",1752.5823666242,33042.5823666242,4987.4176333758
"1551","665",33030,40000,0.200579041401224,0.57475264006345,"Novemeber",1751.35447201364,34781.3544720136,5218.64552798636
"1561","666",23170,40000,-2.6059194323761,0.57475264006345,"Novemeber",1250,24420,15580
"1571","667",32210,38650,-0.0328214401908046,0.0494824521067396,"Novemeber",1743.63468963575,33953.6346896357,4696.36531036425
"1581","668",34350,40000,0.576296889817661,0.57475264006345,"Novemeber",1801.00772586607,36151.0077258661,3848.99227413393
"1591","677",32100,38900,-0.0641312608921742,0.14675470913576,"Novemeber",1743.92847800709,33843.9284780071,5056.0715219929
"1601","678",31710,38540,-0.175138807015213,0.00668265901397089,"Novemeber",1748.48680249231,33458.4868024923,5081.51319750769
"1612","679",30980,38210,-0.382922162578848,-0.121716720264335,"Novemeber",1750.08308947438,32730.0830894744,5479.91691052562
"1621","680",31660,39020,-0.189370543697653,0.193445392509691,"Novemeber",1749.37744376862,33409.3774437686,5610.62255623138
"1631","689",31570,39280,-0.214987669726047,0.294608539819872,"Novemeber",1750.77661535174,33320.7766153517,5959.22338464826
"1651","691",31490,38460,-0.237758448417953,-0.024444463235315,"Novemeber",1751.68006465025,33241.6800646503,5218.31993534975
"1661","692",31440,38550,-0.251990185100393,0.0105735492951309,"Novemeber",1752.07283725606,33192.0728372561,5357.92716274394
"1671","701",30420,37640,-0.542317613422185,-0.343497466290502,"Novemeber",1644.3537055409,32064.3537055409,5575.6462944591
"1681","702",30730,38060,-0.454080845991052,-0.180080074481747,"Novemeber",1734.63874187769,32464.6387418777,5595.36125812231
"1691","703",31320,37800,-0.286146353138251,-0.28124322179193,"Novemeber",1752.55184585591,33072.5518458559,4727.44815414409
"1701","704",30620,37330,-0.485390666692422,-0.464115065006488,"Novemeber",1715.12529542427,32335.1252954243,4994.87470457573
"1712","713",32980,39630,0.186347304718782,0.430789699660501,"Novemeber",1749.67639131155,34729.6763913116,4900.32360868845
"1721","714",37730,40000,1.53836228955066,0.57475264006345,"Novemeber",1830.42641013544,39560.4264101354,439.573589864558
"1731","715",32130,38420,-0.0555922188827094,-0.0400080243599579,"Novemeber",1743.8231918663,33873.8231918663,4546.1768081337
"1741","977",34710,40000,0.678765393931235,0.57475264006345,"Novemeber",1857.68627118097,36567.686271181,3432.31372881903
"1751","978",32020,39100,-0.086902039584079,0.224572514758977,"Novemeber",1744.33730129925,33764.3373012993,5335.66269870075
"1761","979",32290,38940,-0.0100506614988999,0.162318270260403,"Novemeber",1743.54400976885,34033.5440097689,4906.45599023114
"1771","980",31090,39130,-0.351612341877479,0.23624518560246,"Novemeber",1751.78993563722,32841.7899356372,6288.21006436278
